Txhash,Blockno,UnixTimestamp,DateTime (UTC),From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $2012.128737712/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method
0x920aa75be212218a9a54dd0e1573c28deb5eba2e9ebdcc8c30cc2990e95dc763,18548241,1699700291,2023-11-11 10:58,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x3aa228a80f50763045bdfc45012da124bd0a6809,,0,8.49E-15,1.71E-11,0.018160774,36.54181443,2053.53,,,Ty For The MEV
0xff38b300d77ef568fbe9b4364f0696474add692cc8361fbb9c919194b447a61a,18550976,1699733363,2023-11-11 20:09,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x3aa228a80f50763045bdfc45012da124bd0a6809,,0,7.70E-17,1.55E-13,0.005946001,11.96411916,2053.53,,,Ty For The MEV
0x74aae200bcc9cc07fe6c1276f4d6ea7075ff84d607d5e377d7f46b0f22729938,18551347,1699737839,2023-11-11 21:23,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x3aa228a80f50763045bdfc45012da124bd0a6809,,0,9.17E-15,1.85E-11,0.017029211,34.26496516,2053.53,,,Ty For The MEV
0xf12e63ac823866cae702d58e21ee8553db75966cd3995e4c75214fc201d3f4c3,18551867,1699744091,2023-11-11 23:08,0x940b730a42036e24815ad215f507d1e2bdc309d5,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,,0,0,0,0.000532959,1.072381464,2053.53,,,0x41726520
0x3a72be8a9278dad475a585634bd661fda484f5d8b9a7b4e310dbf6d3f72bb809,18553710,1699766423,2023-11-12 5:20,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x3aa228a80f50763045bdfc45012da124bd0a6809,,0,2.55E-16,5.13E-13,0.004678705,9.414157632,2045.4,,,Ty For The MEV
0x256520b939974b8196004d025c9333f946461b9a142aa0236917429a9ccbe5bf,18555917,1699793147,2023-11-12 12:45,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x3aa228a80f50763045bdfc45012da124bd0a6809,,0,3.00E-17,6.04E-14,0.012508863,25.16944332,2045.4,,,Ty For The MEV
0x510b1ff25c0b3a1c69aa31e0bf70ec3d1800d31b6dca5bd9df9278a1d674befe,18555950,1699793543,2023-11-12 12:52,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x2061864b5382b95adab8a265dd6b2395ad12d2e5,,0,18.02566554,36269.95965,0.000667449,1.342993816,2045.4,,,Transfer
0xf01e7a6e5f104a26574adfb5285fdade806b3c606e402d4be7e9df3389c8ffe4,18556895,1699804967,2023-11-12 16:02,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x3aa228a80f50763045bdfc45012da124bd0a6809,,0,3.50E-17,7.04E-14,0.022200944,44.67115842,2045.4,,,Ty For The MEV
0x71fa65c6e8556337789296fae281b58b50c3efedba0ba8a1eaa4e640449f140b,18556895,1699804967,2023-11-12 16:02,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,,55.61315505,55.61315505,111900.8275,0.000933887,1.879101261,2045.4,,,Transfer
0xa8a571562ba952a4e82036a74509c057dd5877efc71fef2b8b9d72b75a9a9ff2,18556897,1699804991,2023-11-12 16:03,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x3aa228a80f50763045bdfc45012da124bd0a6809,,0,2.03E-16,4.08E-13,0.022627096,45.52862958,2045.4,,,Ty For The MEV
0xb82106a5db89c0ab312d01fb50827fe900009f5f6d6a3e3e7196d712c892abfa,18556897,1699804991,2023-11-12 16:03,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,,55.6152939,55.6152939,111905.1311,0.000937378,1.88612488,2045.4,,,Transfer
0xf2bdada685913629c1a56e1d20ecb7b13afb49f93d67b4ef5f6246aca65d25b4,18556973,1699805903,2023-11-12 16:18,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x3aa228a80f50763045bdfc45012da124bd0a6809,,0,2.20E-16,4.43E-13,0.006147363,12.3692857,2045.4,,,Ty For The MEV
0x47e7beadfbb738b600d845f27939e578a079c63a13fe55c0fa51f24b74c04df5,18557233,1699809071,2023-11-12 17:11,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x3aa228a80f50763045bdfc45012da124bd0a6809,,0,1.70E-16,3.42E-13,0.003540822,7.124588713,2045.4,,,Ty For The MEV
0xa112fb090c15e780acbba2cfef909008cf7960cb9170dc6d1c79f61fa8ab85c4,18557480,1699812035,2023-11-12 18:00,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x3aa228a80f50763045bdfc45012da124bd0a6809,,0,1.36E-16,2.74E-13,0.018591135,37.40775772,2045.4,,,Ty For The MEV
0x090a6a5c271e0004a101a21aafddbcabfa1bc795c99468795ffd3ce411c37e14,18557480,1699812035,2023-11-12 18:00,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,,55.65609242,55.65609242,111987.223,0.000764416,1.538102758,2045.4,,,Transfer
0x7c32c4576ee75f8d36e23ed8c9ff3b1a5d6132fd46abfb8981c127dc1330d0fb,18557633,1699813895,2023-11-12 18:31,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x3aa228a80f50763045bdfc45012da124bd0a6809,,0,1.07E-16,2.15E-13,0.01717375,34.55579557,2045.4,,,Ty For The MEV
0x5da3b40eee06c7855fd5ae304ee113389e810d65d66f07bb5e73e15ef668b17b,18557633,1699813895,2023-11-12 18:31,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,,55.66687841,55.66687841,112008.9258,0.000662265,1.332561543,2045.4,,,Transfer
0x8aeb7ae9c911a565247957e000a4c8dde46bc7a391c32319ac21852208c3f23e,18558401,1699823135,2023-11-12 21:05,0xc0ffeebabe5d496b2dde509f9fa189c25cf29671,0x3aa228a80f50763045bdfc45012da124bd0a6809,,0,3.80E-17,7.65E-14,0.022185093,44.6392631,2045.4,,,Ty For The MEV
